Point ID,Density,Eddy_Viscosity,Energy,Heat_Flux,Laminar_Viscosity,Mach,Momentum_0,Momentum_1,Momentum_2,Momentum_Magnitude,Nu_Tilde,Points_0,Points_1,Points_2,Points_Magnitude,Pressure,Pressure_Coefficient,Skin_Friction_Coefficient_0,Skin_Friction_Coefficient_1,Skin_Friction_Coefficient_2,Skin_Friction_Coefficient_Magnitude,Temperature,Velocity_0,Velocity_1,Velocity_2,Velocity_Magnitude,Y_Plus,,
101,0.993203,0,79.063,0,8.55E-08,0,0,0,0,0,0,0.463061,-0.0544028,0,0.466246,31.6252,-0.241704,0.00432865,0.000240421,0,0.00433532,1.00301,0,0,0,0,0.442368,,
102,0.993136,0,79.0556,0,8.55E-08,0,0,0,0,0,0,0.453308,-0.0549329,0,0.456624,31.6223,-0.247557,0.00433967,0.0002305,0,0.00434578,1.00299,0,0,0,0,0.442897,,
103,0.993069,0,79.0483,0,8.55E-08,0,0,0,0,0,0,0.443589,-0.0554371,0,0.44704,31.6193,-0.253401,0.0043508,0.000220223,0,0.00435637,1.00296,0,0,0,0,0.443433,,
104,0.993002,0,79.041,0,8.55E-08,0,0,0,0,0,0,0.433912,-0.0559146,0,0.4375,31.6164,-0.259233,0.00436204,0.000209582,0,0.00436707,1.00294,0,0,0,0,0.443974,,
105,0.992934,0,79.0338,0,8.55E-08,0,0,0,0,0,0,0.424283,-0.0563647,0,0.428011,31.6135,-0.265043,0.00437339,0.000198566,0,0.0043779,1.00291,0,0,0,0,0.444522,,
106,0.992867,0,79.0265,0,8.55E-08,0,0,0,0,0,0,0.414709,-0.0567865,0,0.418579,31.6106,-0.270831,0.00438485,0.00018717,0,0.00438884,1.00289,0,0,0,0,0.445075,,
107,0.9928,0,79.0193,0,8.55E-08,0,0,0,0,0,0,0.405195,-0.0571794,0,0.40921,31.6077,-0.276595,0.0043964,0.000175384,0,0.0043999,1.00286,0,0,0,0,0.445634,,
108,0.992733,0,79.0122,0,8.55E-08,0,0,0,0,0,0,0.395749,-0.0575429,0,0.39991,31.6049,-0.282333,0.00440805,0.000163201,0,0.00441107,1.00284,0,0,0,0,0.446198,,
109,0.992666,0,79.005,0,8.55E-08,0,0,0,0,0,0,0.386375,-0.0578762,0,0.390686,31.602,-0.288038,0.0044198,0.000150615,0,0.00442236,1.00282,0,0,0,0,0.446768,,
110,0.992599,0,78.9979,0,8.55E-08,0,0,0,0,0,0,0.37708,-0.058179,0,0.381542,31.5992,-0.293712,0.00443162,0.000137618,0,0.00443376,1.0028,0,0,0,0,0.447343,,
111,0.992532,0,78.9909,0,8.55E-08,0,0,0,0,0,0,0.367869,-0.0584509,0,0.372483,31.5964,-0.299357,0.00444352,0.000124205,0,0.00444525,1.00277,0,0,0,0,0.447923,,
112,0.992465,0,78.9839,0,8.55E-08,0,0,0,0,0,0,0.358747,-0.0586915,0,0.363516,31.5935,-0.304973,0.00445548,0.00011037,0,0.00445685,1.00275,0,0,0,0,0.448508,,
113,0.992398,0,78.9769,0,8.55E-08,0,0,0,0,0,0,0.34972,-0.0589005,0,0.354645,31.5908,-0.310559,0.00446751,9.61E-05,0,0.00446854,1.00273,0,0,0,0,0.449097,,
114,0.992331,0,78.9699,0,8.55E-08,0,0,0,0,0,0,0.340792,-0.0590777,0,0.345875,31.588,-0.316122,0.00447959,8.14E-05,0,0.00448033,1.00271,0,0,0,0,0.449691,,
115,0.992264,0,78.963,0,8.55E-08,0,0,0,0,0,0,0.331968,-0.0592231,0,0.33721,31.5852,-0.321663,0.00449172,6.63E-05,0,0.0044922,1.00269,0,0,0,0,0.450288,,
116,0.992197,0,78.9561,0,8.55E-08,0,0,0,0,0,0,0.323253,-0.0593366,0,0.328654,31.5824,-0.327178,0.00450389,5.07E-05,0,0.00450418,1.00267,0,0,0,0,0.45089,,
117,0.992129,0,78.9492,0,8.55E-08,0,0,0,0,0,0,0.31465,-0.0594181,0,0.320211,31.5797,-0.332665,0.00451612,3.47E-05,0,0.00451625,1.00265,0,0,0,0,0.451497,,
118,0.992061,0,78.9424,0,8.55E-08,0,0,0,0,0,0,0.306164,-0.0594678,0,0.311885,31.577,-0.338114,0.00452842,1.82E-05,0,0.00452845,1.00263,0,0,0,0,0.45211,,
119,0.991994,0,78.9357,0,8.55E-08,0,0,0,0,0,0,0.297797,-0.059486,0,0.30368,31.5743,-0.343496,0.00454079,1.31E-06,0,0.00454079,1.00262,0,0,0,0,0.452729,,
120,0.991926,0,78.9291,0,8.55E-08,0,0,0,0,0,0,0.289554,-0.0594727,0,0.295599,31.5716,-0.348786,0.00455325,-1.61E-05,0,0.00455328,1.0026,0,0,0,0,0.453356,,
121,0.99186,0,78.9226,0,8.55E-08,0,0,0,0,0,0,0.281437,-0.0594283,0,0.287643,31.5691,-0.353947,0.00456579,-3.39E-05,0,0.00456592,1.00259,0,0,0,0,0.45399,,
122,0.991796,0,78.9164,0,8.55E-08,0,0,0,0,0,0,0.27345,-0.0593531,0,0.279817,31.5666,-0.35894,0.00457839,-5.22E-05,0,0.00457869,1.00257,0,0,0,0,0.45463,,
123,0.991734,0,78.9104,0,8.55E-08,0,0,0,0,0,0,0.265595,-0.0592477,0,0.272123,31.5642,-0.363737,0.00459103,-7.09E-05,0,0.00459157,1.00256,0,0,0,0,0.455276,,
124,0.991674,0,78.9047,0,8.55E-08,0,0,0,0,0,0,0.257873,-0.0591124,0,0.264562,31.5619,-0.368317,0.00460365,-9.02E-05,0,0.00460454,1.00255,0,0,0,0,0.455926,,
125,0.991616,0,78.8992,0,8.55E-08,0,0,0,0,0,0,0.250288,-0.0589479,0,0.257136,31.5597,-0.372669,0.00461624,-0.000109868,0,0.00461754,1.00254,0,0,0,0,0.456578,,
126,0.991561,0,78.8941,0,8.55E-08,0,0,0,0,0,0,0.242841,-0.0587546,0,0.249848,31.5576,-0.376799,0.00462876,-0.000130037,0,0.00463059,1.00253,0,0,0,0,0.457232,,
127,0.991508,0,78.8892,0,8.55E-08,0,0,0,0,0,0,0.235533,-0.0585334,0,0.242698,31.5557,-0.380708,0.00464122,-0.00015068,0,0.00464366,1.00252,0,0,0,0,0.457888,,
128,0.991457,0,78.8846,0,8.55E-08,0,0,0,0,0,0,0.228367,-0.0582847,0,0.235687,31.5538,-0.384411,0.00465359,-0.0001718,0,0.00465676,1.00251,0,0,0,0,0.458546,,
129,0.991408,0,78.8802,0,8.55E-08,0,0,0,0,0,0,0.221342,-0.0580094,0,0.228817,31.5521,-0.387916,0.00466588,-0.000193398,0,0.00466989,1.0025,0,0,0,0,0.459204,,
130,0.991361,0,78.876,0,8.55E-08,0,0,0,0,0,0,0.214459,-0.0577083,0,0.222088,31.5504,-0.391233,0.00467809,-0.000215478,0,0.00468305,1.0025,0,0,0,0,0.459865,,
131,0.991316,0,78.8721,0,8.55E-08,0,0,0,0,0,0,0.20772,-0.057382,0,0.2155,31.5488,-0.394368,0.00469021,-0.000238043,0,0.00469624,1.00249,0,0,0,0,0.460527,,
132,0.991272,0,78.8684,0,8.55E-08,0,0,0,0,0,0,0.201125,-0.0570315,0,0.209054,31.5474,-0.397325,0.00470224,-0.000261098,0,0.00470949,1.00249,0,0,0,0,0.461192,,
133,0.99123,0,78.8649,0,8.55E-08,0,0,0,0,0,0,0.194673,-0.0566576,0,0.20275,31.546,-0.400106,0.0047142,-0.000284645,0,0.00472278,1.00249,0,0,0,0,0.46186,,
134,0.991189,0,78.8617,0,8.55E-08,0,0,0,0,0,0,0.188365,-0.0562611,0,0.196588,31.5447,-0.402713,0.00472607,-0.000308692,0,0.00473614,1.00249,0,0,0,0,0.462531,,
135,0.99115,0,78.8587,0,8.55E-08,0,0,0,0,0,0,0.182201,-0.0558429,0,0.190567,31.5435,-0.405144,0.00473786,-0.000333242,0,0.00474956,1.00249,0,0,0,0,0.463205,,
136,0.991112,0,78.8558,0,8.55E-08,0,0,0,0,0,0,0.17618,-0.055404,0,0.184686,31.5423,-0.407398,0.00474957,-0.000358303,0,0.00476306,1.00249,0,0,0,0,0.463883,,
137,0.991076,0,78.8532,0,8.55E-08,0,0,0,0,0,0,0.170301,-0.0549452,0,0.178945,31.5413,-0.409474,0.0047612,-0.000383882,0,0.00477665,1.0025,0,0,0,0,0.464566,,
138,0.991042,0,78.8509,0,8.55E-08,0,0,0,0,0,0,0.164564,-0.0544675,0,0.173344,31.5403,-0.41137,0.00477276,-0.000409987,0,0.00479033,1.0025,0,0,0,0,0.465254,,
139,0.991009,0,78.8487,0,8.55E-08,0,0,0,0,0,0,0.158968,-0.0539717,0,0.16788,31.5395,-0.413083,0.00478424,-0.000436626,0,0.00480412,1.00251,0,0,0,0,0.465948,,
140,0.990978,0,78.8468,0,8.55E-08,0,0,0,0,0,0,0.153511,-0.0534588,0,0.162553,31.5387,-0.414609,0.00479565,-0.000463811,0,0.00481803,1.00251,0,0,0,0,0.466647,,
141,0.990948,0,78.8451,0,8.55E-08,0,0,0,0,0,0,0.148194,-0.0529296,0,0.157362,31.5381,-0.415948,0.004807,-0.000491551,0,0.00483207,1.00252,0,0,0,0,0.467354,,
142,0.990921,0,78.8437,0,8.55E-08,0,0,0,0,0,0,0.143013,-0.0523852,0,0.152305,31.5375,-0.417094,0.00481829,-0.00051986,0,0.00484625,1.00253,0,0,0,0,0.468068,,
143,0.990895,0,78.8425,0,8.55E-08,0,0,0,0,0,0,0.137968,-0.0518264,0,0.147381,31.537,-0.418045,0.00482951,-0.00054875,0,0.00486059,1.00254,0,0,0,0,0.46879,,
144,0.99087,0,78.8416,0,8.55E-08,0,0,0,0,0,0,0.133057,-0.051254,0,0.142588,31.5366,-0.418799,0.00484069,-0.000578236,0,0.0048751,1.00256,0,0,0,0,0.469521,,
145,0.990848,0,78.8409,0,8.55E-08,0,0,0,0,0,0,0.128279,-0.050669,0,0.137924,31.5364,-0.419352,0.00485181,-0.000608333,0,0.00488979,1.00257,0,0,0,0,0.470262,,
146,0.990828,0,78.8405,0,8.55E-08,0,0,0,0,0,0,0.123632,-0.0500722,0,0.133387,31.5362,-0.419701,0.00486287,-0.000639059,0,0.00490468,1.00259,0,0,0,0,0.471013,,
147,0.990809,0,78.8403,0,8.55E-08,0,0,0,0,0,0,0.119114,-0.0494645,0,0.128976,31.5361,-0.419842,0.0048739,-0.000670432,0,0.00491979,1.0026,0,0,0,0,0.471775,,
148,0.990793,0,78.8404,0,8.55E-08,0,0,0,0,0,0,0.114722,-0.0488466,0,0.124688,31.5361,-0.41977,0.00488488,-0.000702471,0,0.00493513,1.00262,0,0,0,0,0.472549,,
149,0.990778,0,78.8407,0,8.55E-08,0,0,0,0,0,0,0.110456,-0.0482194,0,0.120522,31.5363,-0.419482,0.00489582,-0.000735198,0,0.00495071,1.00264,0,0,0,0,0.473335,,
150,0.990766,0,78.8414,0,8.55E-08,0,0,0,0,0,0,0.106312,-0.0475837,0,0.116475,31.5365,-0.418975,0.00490671,-0.000768635,0,0.00496655,1.00266,0,0,0,0,0.474135,,
151,0.990756,0,78.8423,0,8.55E-08,0,0,0,0,0,0,0.102289,-0.0469402,0,0.112546,31.5369,-0.418243,0.00491755,-0.000802804,0,0.00498265,1.00268,0,0,0,0,0.474949,,
152,0.990748,0,78.8435,0,8.55E-08,0,0,0,0,0,0,0.0983855,-0.0462897,0,0.108731,31.5374,-0.417282,0.00492834,-0.000837729,0,0.00499903,1.0027,0,0,0,0,0.475777,,
153,0.990743,0,78.845,0,8.55E-08,0,0,0,0,0,0,0.0945981,-0.0456328,0,0.105029,31.538,-0.416087,0.00493906,-0.000873437,0,0.0050157,1.00273,0,0,0,0,0.47662,,
154,0.990739,0,78.8468,0,8.55E-08,0,0,0,0,0,0,0.0909249,-0.0449703,0,0.101438,31.5387,-0.41465,0.00494971,-0.000909952,0,0.00503265,1.00276,0,0,0,0,0.477478,,
155,0.990739,0,78.8489,0,8.55E-08,0,0,0,0,0,0,0.0873637,-0.0443029,0,0.0979549,31.5395,-0.412968,0.00496025,-0.000947301,0,0.0050499,1.00278,0,0,0,0,0.478351,,
156,0.990741,0,78.8513,0,8.55E-08,0,0,0,0,0,0,0.0839123,-0.0436311,0,0.0945777,31.5405,-0.411035,0.00497068,-0.000985513,0,0.00506744,1.00281,0,0,0,0,0.47924,,
157,0.990746,0,78.854,0,8.55E-08,0,0,0,0,0,0,0.0805684,-0.0429556,0,0.0913041,31.5416,-0.408839,0.00498097,-0.00102461,0,0.00508526,1.00284,0,0,0,0,0.480143,,
158,0.990753,0,78.8571,0,8.55E-08,0,0,0,0,0,0,0.0773296,-0.042277,0,0.0881318,31.5428,-0.406378,0.00499108,-0.00106463,0,0.00510336,1.00287,0,0,0,0,0.481061,,
159,0.990764,0,78.8605,0,8.55E-08,0,0,0,0,0,0,0.0741937,-0.0415958,0,0.0850583,31.5442,-0.403643,0.00500098,-0.0011056,0,0.00512174,1.00291,0,0,0,0,0.481994,,
160,0.990777,0,78.8643,0,8.55E-08,0,0,0,0,0,0,0.0711583,-0.0409126,0,0.0820814,31.5457,-0.400622,0.00501063,-0.00114753,0,0.00514036,1.00294,0,0,0,0,0.482941,,
161,0.990794,0,78.8684,0,8.55E-08,0,0,0,0,0,0,0.0682212,-0.040228,0,0.0791987,31.5474,-0.397309,0.00501996,-0.00119046,0,0.00515919,1.00298,0,0,0,0,0.483899,,
162,0.990815,0,78.873,0,8.55E-08,0,0,0,0,0,0,0.0653801,-0.0395424,0,0.0764078,31.5492,-0.393695,0.00502892,-0.00123442,0,0.00517821,1.00301,0,0,0,0,0.484869,,
163,0.990838,0,78.8779,0,8.55E-08,0,0,0,0,0,0,0.0626327,-0.0388562,0,0.0737066,31.5511,-0.389768,0.00503745,-0.00127942,0,0.00519738,1.00305,0,0,0,0,0.485848,,
164,0.990866,0,78.8832,0,8.55E-08,0,0,0,0,0,0,0.0599767,-0.03817,0,0.0710925,31.5533,-0.385513,0.00504544,-0.00132548,0,0.00521665,1.00309,0,0,0,0,0.486834,,
165,0.990898,0,78.8889,0,8.55E-08,0,0,0,0,0,0,0.0574099,-0.0374841,0,0.0685635,31.5556,-0.380924,0.00505282,-0.00137263,0,0.00523595,1.00313,0,0,0,0,0.487825,,
166,0.990934,0,78.8951,0,8.55E-08,0,0,0,0,0,0,0.05493,-0.036799,0,0.0661171,31.558,-0.375989,0.00505948,-0.00142086,0,0.00525521,1.00317,0,0,0,0,0.488817,,
167,0.990975,0,78.9017,0,8.55E-08,0,0,0,0,0,0,0.0525349,-0.0361151,0,0.0637512,31.5607,-0.37069,0.00506534,-0.00147021,0,0.00527439,1.00322,0,0,0,0,0.489808,,
168,0.99102,0,78.9088,0,8.55E-08,0,0,0,0,0,0,0.0502224,-0.0354327,0,0.0614635,31.5635,-0.365011,0.00507024,-0.00152066,0,0.00529337,1.00326,0,0,0,0,0.490794,,
169,0.99107,0,78.9164,0,8.55E-08,0,0,0,0,0,0,0.0479904,-0.0347521,0,0.0592519,31.5666,-0.358944,0.00507403,-0.00157221,0,0.00531202,1.00331,0,0,0,0,0.491769,,
170,0.991126,0,78.9245,0,8.55E-08,0,0,0,0,0,0,0.0458366,-0.0340737,0,0.057114,31.5698,-0.352472,0.00507658,-0.00162485,0,0.00533027,1.00335,0,0,0,0,0.492729,,
171,0.991187,0,78.9331,0,8.55E-08,0,0,0,0,0,0,0.0437592,-0.0333978,0,0.055048,31.5732,-0.345577,0.00507776,-0.00167857,0,0.00534801,1.0034,0,0,0,0,0.49367,,
172,0.991255,0,78.9423,0,8.56E-08,0,0,0,0,0,0,0.0417559,-0.0327247,0,0.0530515,31.5769,-0.33823,0.00507734,-0.00173334,0,0.00536505,1.00345,0,0,0,0,0.494584,,
173,0.991328,0,78.952,0,8.56E-08,0,0,0,0,0,0,0.0398248,-0.0320547,0,0.0511226,31.5808,-0.330433,0.00507513,-0.0017891,0,0.00538125,1.0035,0,0,0,0,0.495464,,
174,0.991408,0,78.9624,0,8.56E-08,0,0,0,0,0,0,0.0379639,-0.031388,0,0.0492591,31.585,-0.322161,0.00507097,-0.00184583,0,0.00539646,1.00355,0,0,0,0,0.496306,,
175,0.991496,0,78.9733,0,8.56E-08,0,0,0,0,0,0,0.0361713,-0.0307248,0,0.0474592,31.5893,-0.313389,0.00506462,-0.00190346,0,0.0054105,1.0036,0,0,0,0,0.497099,,
176,0.99159,0,78.985,0,8.56E-08,0,0,0,0,0,0,0.0344451,-0.0300655,0,0.0457209,31.594,-0.304096,0.00505584,-0.00196188,0,0.00542314,1.00365,0,0,0,0,0.497835,,
177,0.991693,0,78.9973,0,8.56E-08,0,0,0,0,0,0,0.0327834,-0.0294101,0,0.0440421,31.5989,-0.294253,0.00504442,-0.00202105,0,0.00543422,1.0037,0,0,0,0,0.498507,,
178,0.991804,0,79.0102,0,8.56E-08,0,0,0,0,0,0,0.0311843,-0.0287591,0,0.0424211,31.6041,-0.283866,0.00502979,-0.0020807,0,0.00544317,1.00376,0,0,0,0,0.499089,,
179,0.991924,0,79.024,0,8.56E-08,0,0,0,0,0,0,0.0296462,-0.0281124,0,0.0408559,31.6096,-0.272896,0.00501187,-0.00214077,0,0.00544993,1.00381,0,0,0,0,0.499579,,
180,0.992052,0,79.0384,0,8.56E-08,0,0,0,0,0,0,0.0281672,-0.0274703,0,0.0393448,31.6154,-0.261331,0.00499015,-0.002201,0,0.00545399,1.00386,0,0,0,0,0.499954,,
181,0.992191,0,79.0537,0,8.56E-08,0,0,0,0,0,0,0.0267457,-0.0268331,0,0.037886,31.6215,-0.249123,0.00496505,-0.00226154,0,0.00545585,1.00392,0,0,0,0,0.500237,,
182,0.99234,0,79.0698,0,8.56E-08,0,0,0,0,0,0,0.02538,-0.0262008,0,0.0364777,31.6279,-0.236235,0.00493578,-0.00232194,0,0.00545466,1.00397,0,0,0,0,0.50039,,
183,0.992498,0,79.0867,0,8.56E-08,0,0,0,0,0,0,0.0240684,-0.0255736,0,0.0351183,31.6347,-0.222697,0.00490246,-0.00238216,0,0.00545058,1.00402,0,0,0,0,0.50042,,
184,0.992668,0,79.1045,0,8.56E-08,0,0,0,0,0,0,0.0228094,-0.0249517,0,0.0338062,31.6418,-0.208473,0.00486485,-0.00244202,0,0.00544336,1.00408,0,0,0,0,0.500316,,
185,0.992848,0,79.1232,0,8.56E-08,0,0,0,0,0,0,0.0216015,-0.0243352,0,0.0325396,31.6493,-0.193525,0.00482257,-0.00250124,0,0.00543262,1.00413,0,0,0,0,0.50006,,
186,0.99304,0,79.1428,0,8.56E-08,0,0,0,0,0,0,0.020443,-0.0237244,0,0.0313171,31.6571,-0.177831,0.00477536,-0.00255949,0,0.00541803,1.00419,0,0,0,0,0.499636,,
187,0.993243,0,79.1634,0,8.56E-08,0,0,0,0,0,0,0.0193326,-0.0231192,0,0.0301372,31.6653,-0.161374,0.00472302,-0.00261648,0,0.00539934,1.00424,0,0,0,0,0.499033,,
188,0.993458,0,79.1849,0,8.56E-08,0,0,0,0,0,0,0.0182689,-0.0225199,0,0.0289982,31.674,-0.144124,0.00466544,-0.00267195,0,0.0053764,1.0043,0,0,0,0,0.498242,,
189,0.993686,0,79.2075,0,8.56E-08,0,0,0,0,0,0,0.0172503,-0.0219266,0,0.0278989,31.683,-0.126065,0.00460233,-0.00272553,0,0.00534883,1.00436,0,0,0,0,0.497245,,
190,0.993926,0,79.231,0,8.56E-08,0,0,0,0,0,0,0.0162755,-0.0213394,0,0.0268377,31.6924,-0.107226,0.00453367,-0.00277693,0,0.00531653,1.00441,0,0,0,0,0.496034,,
191,0.994177,0,79.2556,0,8.56E-08,0,0,0,0,0,0,0.0153433,-0.0207585,0,0.0258134,31.7022,-0.0875859,0.00445985,-0.00282613,0,0.00527989,1.00447,0,0,0,0,0.494626,,
192,0.994441,0,79.2812,0,8.56E-08,0,0,0,0,0,0,0.0144522,-0.020184,0,0.0248246,31.7125,-0.067108,0.00438095,-0.00287296,0,0.00523895,1.00453,0,0,0,0,0.493022,,
193,0.994718,0,79.3079,0,8.56E-08,0,0,0,0,0,0,0.0136011,-0.019616,0,0.02387,31.7232,-0.0457631,0.0042971,-0.0029172,0,0.00519376,1.00459,0,0,0,0,0.491218,,
194,0.995007,0,79.3357,0,8.56E-08,0,0,0,0,0,0,0.0127887,-0.0190547,0,0.0229485,31.7343,-0.0234972,0.00420787,-0.00295815,0,0.00514362,1.00465,0,0,0,0,0.489181,,
195,0.995305,0,79.3644,0,8.56E-08,0,0,0,0,0,0,0.0120138,-0.0185002,0,0.0220588,31.7457,-0.000575086,0.0041141,-0.00299568,0,0.00508919,1.00471,0,0,0,0,0.486937,,
196,0.995618,0,79.3943,0,8.56E-08,0,0,0,0,0,0,0.0112752,-0.0179526,0,0.0211997,31.7577,0.0233563,0.00401925,-0.00303273,0,0.00503506,1.00477,0,0,0,0,0.484704,,
197,0.995941,0,79.4251,0,8.56E-08,0,0,0,0,0,0,0.0105717,-0.0174121,0,0.0203701,31.7701,0.0480534,0.0039166,-0.00306342,0,0.00497236,1.00484,0,0,0,0,0.482051,,
198,0.996274,0,79.4568,0,8.56E-08,0,0,0,0,0,0,0.00990228,-0.0168788,0,0.0195691,31.7827,0.0734169,0.00381558,-0.0030946,0,0.00491276,1.0049,0,0,0,0,0.479541,,
199,0.996621,0,79.4898,0,8.57E-08,0,0,0,0,0,0,0.00926572,-0.0163528,0,0.0187954,31.7959,0.099741,0.00370995,-0.00312172,0,0.00484859,1.00497,0,0,0,0,0.4768,,
200,0.996978,0,79.5235,0,8.57E-08,0,0,0,0,0,0,0.00866098,-0.0158343,0,0.0180482,31.8094,0.126752,0.00360212,-0.00314567,0,0.00478231,1.00503,0,0,0,0,0.473942,,
201,0.997345,0,79.5581,0,8.57E-08,0,0,0,0,0,0,0.00808703,-0.0153235,0,0.0173266,31.8233,0.154441,0.00349271,-0.00316694,0,0.00471472,1.0051,0,0,0,0,0.471006,,
202,0.997723,0,79.5935,0,8.57E-08,0,0,0,0,0,0,0.00754279,-0.0148204,0,0.0166295,31.8374,0.182772,0.00338158,-0.00318511,0,0.00464543,1.00517,0,0,0,0,0.467972,,
